name,qid,human,transformer,gpt3,chat_tom
bpref                 ,142_8-1,0.7324,0.0844,0.7478,0.7478
bpref                 ,142_9-1,0.2102,0.0528,0.0138,0.0796
bpref                 ,143_1-1,0.8777,0.8036,0.891,0.8001
bpref                 ,143_1-11,0.1944,0.0586,0.0772,0.1481
bpref                 ,143_1-13,0.1038,0.0554,0.0035,0.0173
bpref                 ,143_1-15,0.5093,0.2628,0.2569,0.19
bpref                 ,143_1-17,0.4869,0,0.4676,0.4907
bpref                 ,143_1-19,0.0867,0.0211,0.1044,0.0322
bpref                 ,143_1-3,0.62,0.1856,0.2144,0.2122
bpref                 ,143_1-5,0.55,0.56,0.07,0.1
bpref                 ,143_1-7,0.0533,0.0947,0.1183,0.2012
bpref                 ,144_1-1,0.6902,0.4825,0.6186,0.7157
bpref                 ,144_1-3,0.0214,0,0.0392,0.019
bpref                 ,144_1-5,0.1551,0.1551,0.0831,0.0554
bpref                 ,144_2-1,0.2794,0.1348,0.2919,0.2825
bpref                 ,144_2-11,0.481,0.3679,0.4644,0.3872
bpref                 ,144_2-13,0.5916,0.0764,0.4456,0.6272
bpref                 ,144_2-15,0.6711,0.2779,0.242,0.4216
bpref                 ,144_2-17,0.6194,0,0.0484,0.4533
bpref                 ,144_2-3,0.6466,0.5549,0.4046,0.3793
bpref                 ,144_2-5,0.6858,0.0206,0.6587,0.4235
bpref                 ,144_2-7,0.4288,0.3537,0.4656,0.4431
bpref                 ,144_2-9,0.2784,0.1405,0.3197,0.0723
bpref                 ,144_3-1,0.1429,0,0,0
bpref                 ,145_1-1,0.6372,0.6765,0.6725,0.5688
bpref                 ,145_1-3,0.314,0.3488,0.3542,0.3627
bpref                 ,145_1-5,0.4096,0.1968,0.3728,0.376
bpref                 ,145_1-7,0.276,0.276,0.0729,0.2396
bpref                 ,145_2-1,0.1181,0.0208,0,0.0694
bpref                 ,145_2-3,0.4448,0.4048,0.3504,0.3504
bpref                 ,145_2-5,0.7631,0.6379,0.6171,0.8238
bpref                 ,146_1-1,0.7442,0.7668,0.728,0.7071
bpref                 ,146_1-3,0.7069,0.7302,0.7014,0.7145
bpref                 ,146_1-5,0.1462,0.1356,0.4217,0.1724
bpref                 ,146_1-7,0.4258,0.5167,0.3822,0.2008
bpref                 ,146_1-9,0.5995,0.6037,0.3634,0.6874
bpref                 ,147_1-1,0.5749,0.5736,0.5525,0.4767
bpref                 ,147_1-11,0.387,0.492,0.3346,0.324
bpref                 ,147_1-13,0.2161,0.3048,0.2969,0.3471
bpref                 ,147_1-15,0.0637,0,0.36,0.2359
bpref                 ,147_1-7,0.5298,0.0718,0.0491,0.0085
bpref                 ,147_2-1,0.3592,0.4513,0.3449,0.4013
bpref                 ,147_2-3,0.2585,0,0.2955,0.22
bpref                 ,147_2-5,0.4216,0.2066,0.4163,0.3114
bpref                 ,148_1-1,0.4748,0.1095,0.2603,0.3719
bpref                 ,148_1-3,0.1153,0.2278,0.157,0.1398
bpref                 ,148_1-5,0.2147,0.324,0.3688,0.4029
bpref                 ,148_1-9,0.6377,0.6282,0.5662,0.3721
bpref                 ,148_2-3,0.3643,0.1119,0.2871,0.3885
bpref                 ,148_2-5,0.3846,0,0.3179,0.3022
bpref                 ,149_1-1,0.7016,0.7422,0.6539,0.5297
bpref                 ,149_1-5,0.5757,0.6815,0.6184,0.5321
bpref                 ,149_2-1,0.2266,0,0.2088,0.2365
bpref                 ,149_2-5,0.726,0.7244,0.5623,0.5753
bpref                 ,149_2-7,0.4142,0.4949,0.4528,0.4334
bpref                 ,149_3-1,0.165,0.0225,0.1899,0.1951
bpref                 ,149_3-3,0.2197,0.2197,0.2744,0.335
bpref                 ,149_3-7,0.63,0,0.5221,0.4583
bpref                 ,149_3-9,0.9245,0.821,0.9814,0.9262
bpref                 ,all,0.4204,0.2806,0.3697,0.386
G                     ,132_1-1,0.1483,0.1032,0.1241,0.0602
G                     ,132_1-3,0.058,0.0493,0.0308,0.0092
G                     ,132_1-5,0.0237,0,0.0004,0.0445
G                     ,132_2-1,0.1544,0,0.1131,0.1213
G                     ,132_2-11,0.0123,0.066,0.0833,0.0939
G                     ,132_2-13,0.3568,0,0.2116,0.0662
G                     ,132_2-3,0.1407,0.136,0.0158,0.0031
G                     ,132_2-5,0.1152,0.1553,0.1382,0.1142
G                     ,132_2-7,0.1439,0.0962,0.1576,0.1516
G                     ,132_3-1,0.1844,0,0.1572,0.1335
G                     ,132_3-3,0.1412,0.0341,0.1451,0
G                     ,132_3-5,0.1167,0,0.1137,0.1283
G                     ,133_1-1,0.0684,0.024,0.0743,0.0744
G                     ,133_1-3,0.0724,0.0676,0.0156,0.0724
G                     ,133_1-5,0.0089,0.0026,0.0005,0.0046
G                     ,133_1-7,0.0635,0.036,0.0293,0.0887
G                     ,133_2-1,0.0924,0,0.1069,0.0985
G                     ,133_2-3,0.0446,0.0249,0.033,0
G                     ,133_3-2,0.0902,0.0839,0.0077,0.0562
G                     ,133_3-4,0.1775,0.045,0.1327,0.1661
G                     ,133_3-6,0.0774,0.0392,0.0516,0.0579
G                     ,133_3-8,0.118,0.0584,0.0724,0.0922
G                     ,135_1-1,0.1171,0.1018,0.1141,0.093
G                     ,135_1-3,0.0444,0.0494,0.0241,0.0347
G                     ,135_1-5,0.0713,0.004,0.0414,0.0606
G                     ,135_1-7,0.0579,0.0368,0.0982,0.087
G                     ,135_2-1,0.1179,0.0082,0.1132,0.0982
G                     ,135_2-11,0.0855,0.0542,0.0376,0.0345
G                     ,135_2-3,0.1135,0.0411,0.1088,0.0686
G                     ,135_2-5,0.1569,0.08,0.0925,0.143
G                     ,135_2-7,0.0749,0.0722,0.0722,0.0118
G                     ,135_2-9,0.1228,0.1264,0.1142,0.1064
G                     ,135_3-1,0.0838,0.0638,0.0692,0.0987
G                     ,135_3-3,0.0186,0.027,0.0499,0.0518
G                     ,135_3-5,0.0726,0.068,0.0019,0.0197
G                     ,135_4-1,0.3326,0,0,0.2333
G                     ,136_1-1,0.1395,0.1527,0.139,0.1334
G                     ,136_1-11,0.2498,0.2518,0.1922,0.1772
G                     ,136_1-13,0.0873,0.1177,0.0878,0.0997
G                     ,136_1-3,0.1113,0.1448,0.175,0.1823
G                     ,136_1-5,0.1015,0.1277,0.1235,0.0865
G                     ,136_1-7,0.1508,0.1248,0.1444,0.1742
G                     ,136_1-9,0.1231,0.0778,0.0668,0.087
G                     ,136_2-1,0.2318,0,0.0412,0.1855
G                     ,136_2-3,0.1436,0.1526,0.1555,0.1558
G                     ,136_2-5,0.1586,0.1112,0.1917,0.1939
G                     ,137_1-1,0.2741,0.2591,0.2659,0.2622
G                     ,137_1-3,0.2139,0.207,0.2285,0.0737
G                     ,137_1-5,0.1931,0.0818,0.2028,0.1914
G                     ,137_1-7,0.2789,0.133,0.204,0.2768
G                     ,137_1-9,0.2045,0,0.1004,0.1105
G                     ,138_1-1,0.0177,0.1017,0.0378,0.0442
G                     ,138_1-11,0.169,0.0611,0.1373,0.1278
G                     ,138_1-3,0.113,0.1541,0.0925,0.0533
G                     ,138_1-5,0.0426,0.0468,0.0106,0.0352
G                     ,138_1-7,0,0,0,0.0456
G                     ,138_1-9,0.1208,0.1721,0.069,0.1218
G                     ,139_1-1,0.0615,0.0521,0.088,0.0147
G                     ,139_1-3,0.2403,0,0.292,0.2867
G                     ,139_1-5,0.2124,0,0.1873,0.047
G                     ,139_1-7,0.0593,0.0169,0.0972,0.1132
G                     ,139_2-11,0.088,0,0.0083,0.0098
G                     ,139_2-13,0.0249,0.0353,0.0131,0.0101
G                     ,139_2-15,0.1969,0.1907,0.0873,0.0513
G                     ,139_2-17,0.0767,0.0034,0.0869,0.0792
G                     ,139_2-3,0.0704,0.0971,0.0529,0.0466
G                     ,139_2-7,0.1037,0.022,0.0403,0.0611
G                     ,139_2-9,0.1396,0.1566,0.1446,0.127
G                     ,140_1-11,0.1848,0.1364,0.1827,0.1701
G                     ,140_1-3,0.1708,0.1599,0.1737,0.1479
G                     ,140_1-7,0.3568,0.3284,0.4201,0.2984
G                     ,140_1-9,0.2664,0.0099,0.081,0.1673
G                     ,140_2-1,0.269,0,0.171,0.1745
G                     ,140_2-3,0.2045,0.2591,0.2031,0.31
G                     ,140_3-1,0.1515,0,0.1277,0.1039
G                     ,140_4-10,0.4732,0,0.7162,0.566
G                     ,140_4-12,0.1622,0.0682,0.1204,0.1533
G                     ,140_4-14,0.0964,0.0104,0.1664,0.144
G                     ,140_4-16,0.1188,0,0.1356,0.112
G                     ,140_4-2,0.2165,0,0.1911,0.1261
G                     ,140_4-6,0.075,0.1123,0.0759,0.0733
G                     ,140_4-8,0.1999,0.1679,0.0589,0.225
G                     ,141_1-1,0.0157,0.0294,0,0.018
G                     ,141_1-3,0.0441,0.0332,0.004,0.0104
G                     ,141_1-5,0.1126,0,0,0.0126
G                     ,141_2-1,0.0623,0.0903,0.0167,0.1095
G                     ,141_2-11,0.2804,0.2079,0.2451,0.3692
G                     ,141_2-3,0.127,0.0984,0.0193,0.1356
G                     ,141_2-9,0.1638,0.1706,0.0033,0.198
G                     ,142_1-3,0.1621,0.1189,0.1704,0.1419
G                     ,142_1-5,0.1156,0.1364,0.1166,0.1147
G                     ,142_2-2,0.2283,0.1497,0.0648,0.1207
G                     ,142_3-1,0.0678,0.0019,0.0539,0.1216
G                     ,142_3-3,0.1392,0.1601,0.1222,0.1226
G                     ,142_3-5,0.1672,0.1393,0.1786,0.1777
G                     ,142_4-1,0.0423,0,0.1064,0.0433
G                     ,142_5-1,0,0.0011,0.1099,0.1313
G                     ,142_5-3,0.0164,0.1804,0.1692,0.1216
G                     ,142_5-5,0.0026,0.001,0.0003,0.0971
G                     ,142_5-7,0.1099,0.0155,0.1346,0.1034
G                     ,142_5-9,0.1638,0.1292,0.1107,0.21
G                     ,142_6-1,0.0837,0.0135,0.054,0.0303
G                     ,142_6-3,0.0653,0.0368,0.1379,0.0653
G                     ,142_7-1,0.0591,0.0018,0.1553,0.1257
G                     ,142_8-1,0.1983,0.0533,0.1895,0.1895
G                     ,142_9-1,0.176,0.0227,0.0053,0.0683
G                     ,143_1-1,0.2536,0.2495,0.2828,0.1607
G                     ,143_1-11,0.1966,0.0999,0.1726,0.1423
G                     ,143_1-13,0.0735,0.0415,0.0396,0.017
G                     ,143_1-15,0.0923,0.0422,0.0462,0.0301
G                     ,143_1-17,0.1464,0,0.1284,0.1367
G                     ,143_1-19,0.02,0.0023,0.0242,0.0076
G                     ,143_1-3,0.2913,0.1361,0.152,0.1033
G                     ,143_1-5,0.54,0.6193,0.1879,0.2056
G                     ,143_1-7,0.1587,0.1418,0.1569,0.1717
G                     ,144_1-1,0.1201,0.0721,0.1177,0.1367
G                     ,144_1-3,0.0514,0,0.0688,0.0641
G                     ,144_1-5,0.0877,0.1001,0.0717,0.0619
G                     ,144_2-1,0.1544,0.0682,0.1371,0.1694
G                     ,144_2-11,0.1379,0.1088,0.0945,0.0671
G                     ,144_2-13,0.2201,0.0974,0.184,0.2621
G                     ,144_2-15,0.2983,0.1657,0.1077,0.1315
G                     ,144_2-17,0.3222,0.0179,0.0929,0.257
G                     ,144_2-3,0.1155,0.0898,0.0707,0.0688
G                     ,144_2-5,0.2395,0.0092,0.2245,0.0808
G                     ,144_2-7,0.3065,0.2163,0.1921,0.1759
G                     ,144_2-9,0.1773,0.1146,0.1493,0.0919
G                     ,144_3-1,0.2698,0,0,0.0339
G                     ,145_1-1,0.1146,0.1272,0.1009,0.0958
G                     ,145_1-3,0.1308,0.1542,0.1564,0.1563
G                     ,145_1-5,0.1694,0.1627,0.1741,0.1668
G                     ,145_1-7,0.1388,0.1372,0.078,0.1387
G                     ,145_2-1,0.1583,0.1428,0.0981,0.1323
G                     ,145_2-3,0.1711,0.1631,0.1582,0.1582
G                     ,145_2-5,0.1621,0.1331,0.1337,0.2173
G                     ,146_1-1,0.2169,0.2426,0.2006,0.1977
G                     ,146_1-3,0.1625,0.1651,0.1614,0.1461
G                     ,146_1-5,0.094,0.0989,0.1725,0.0904
G                     ,146_1-7,0.0776,0.0824,0.0504,0.0268
G                     ,146_1-9,0.1075,0.0884,0.0411,0.1148
G                     ,147_1-1,0.1221,0.1113,0.1182,0.0886
G                     ,147_1-11,0.0557,0.0698,0.0503,0.0459
G                     ,147_1-13,0.0536,0.0687,0.0555,0.073
G                     ,147_1-15,0.0184,0,0.1956,0.0761
G                     ,147_1-7,0.1352,0.043,0.0243,0.013
G                     ,147_2-1,0.0683,0.0714,0.0628,0.0602
G                     ,147_2-3,0.0912,0,0.116,0.0907
G                     ,147_2-5,0.0862,0.0258,0.0767,0.0559
G                     ,148_1-1,0.0966,0.0185,0.0536,0.0542
G                     ,148_1-3,0.0215,0.0181,0.0304,0.0263
G                     ,148_1-5,0.036,0.0732,0.0769,0.0672
G                     ,148_1-9,0.1022,0.0979,0.0875,0.0443
G                     ,148_2-3,0.0491,0.0111,0.039,0.0551
G                     ,148_2-5,0.0678,0,0.0653,0.0573
G                     ,149_1-1,0.1654,0.1727,0.1465,0.1105
G                     ,149_1-5,0.126,0.1516,0.1268,0.1315
G                     ,149_2-1,0.0719,0,0.0989,0.0987
G                     ,149_2-5,0.1276,0.1359,0.1265,0.1141
G                     ,149_2-7,0.0629,0.0829,0.0722,0.0591
G                     ,149_3-1,0.0396,0.0033,0.0433,0.0346
G                     ,149_3-3,0.3851,0.3396,0.4425,0.0478
G                     ,149_3-7,0.0993,0,0.0646,0.0653
G                     ,149_3-9,0.1709,0.1796,0.1987,0.1642
G                     ,all,0.1353,0.0835,0.1111,0.1098
gm_bpref              ,all,0.3032,0.0325,0.1727,0.2345
gm_map                ,all,0.094,0.0082,0.0439,0.0553
infAP                 ,132_1-1,0.2582,0.1183,0.1847,0.0947
infAP                 ,132_1-3,0.0306,0.0327,0.0159,0.0007
infAP                 ,132_1-5,0.0037,0,0,0.0137
infAP                 ,132_2-1,0.2467,0,0.1376,0.1452
infAP                 ,132_2-11,0.0019,0.0621,0.0828,0.1658
infAP                 ,132_2-13,0.5419,0,0.2912,0.0072
infAP                 ,132_2-3,0.252,0.166,0.0011,0.0001
infAP                 ,132_2-5,0.1175,0.2424,0.1635,0.1171
infAP                 ,132_2-7,0.1458,0.0561,0.2269,0.2038
infAP                 ,132_3-1,0.3026,0,0.2542,0.2092
infAP                 ,132_3-3,0.0913,0.0064,0.0991,0
infAP                 ,132_3-5,0.0915,0,0.0768,0.1187
infAP                 ,133_1-1,0.1076,0.0066,0.0888,0.0937
infAP                 ,133_1-3,0.0952,0.0759,0.0093,0.0952
infAP                 ,133_1-5,0.0139,0.0001,0,0.0003
infAP                 ,133_1-7,0.0147,0.0035,0.0056,0.0313
infAP                 ,133_2-1,0.152,0,0.1226,0.171
infAP                 ,133_2-3,0.0326,0.0226,0.0338,0
infAP                 ,133_3-2,0.0735,0.0628,0.0004,0.0116
infAP                 ,133_3-4,0.2061,0.015,0.0917,0.0993
infAP                 ,133_3-6,0.1385,0.0198,0.0522,0.0792
infAP                 ,133_3-8,0.2422,0.0264,0.0576,0.1142
infAP                 ,135_1-1,0.1173,0.0653,0.1195,0.0682
infAP                 ,135_1-3,0.0292,0.0243,0.0091,0.0157
infAP                 ,135_1-5,0.068,0.0001,0.0179,0.0637
infAP                 ,135_1-7,0.0362,0.0032,0.1038,0.091
infAP                 ,135_2-1,0.2179,0.0005,0.2012,0.1473
infAP                 ,135_2-11,0.1318,0.0481,0.0275,0.0207
infAP                 ,135_2-3,0.2042,0.0074,0.1972,0.0302
infAP                 ,135_2-5,0.2145,0.0479,0.0725,0.1895
infAP                 ,135_2-7,0.066,0.0482,0.0621,0.0013
infAP                 ,135_2-9,0.1789,0.1953,0.1587,0.0914
infAP                 ,135_3-1,0.0882,0.0395,0.0592,0.0992
infAP                 ,135_3-3,0.0045,0.0065,0.0314,0.0299
infAP                 ,135_3-5,0.0972,0.0843,0.0001,0.0077
infAP                 ,135_4-1,0.1477,0,0,0.0996
infAP                 ,136_1-1,0.2755,0.3633,0.2983,0.26
infAP                 ,136_1-11,0.4465,0.4687,0.3578,0.3079
infAP                 ,136_1-13,0.0552,0.1263,0.0561,0.0829
infAP                 ,136_1-3,0.1617,0.2539,0.2965,0.3484
infAP                 ,136_1-5,0.0884,0.1078,0.1071,0.0417
infAP                 ,136_1-7,0.2158,0.127,0.2363,0.2227
infAP                 ,136_1-9,0.1984,0.0866,0.0503,0.0863
infAP                 ,136_2-1,0.2911,0,0.0015,0.1487
infAP                 ,136_2-3,0.3319,0.3746,0.4224,0.4138
infAP                 ,136_2-5,0.1129,0.0337,0.1809,0.2271
infAP                 ,137_1-1,0.7241,0.6866,0.7073,0.7179
infAP                 ,137_1-3,0.2699,0.2587,0.3186,0.0261
infAP                 ,137_1-5,0.2103,0.0509,0.2326,0.202
infAP                 ,137_1-7,0.2414,0.014,0.085,0.2121
infAP                 ,137_1-9,0.2221,0,0.0526,0.0354
infAP                 ,138_1-1,0.0034,0.1908,0.0123,0.0194
infAP                 ,138_1-11,0.2295,0.0067,0.071,0.118
infAP                 ,138_1-3,0.0649,0.1457,0.0463,0.0137
infAP                 ,138_1-5,0.0972,0.0682,0.002,0.0584
infAP                 ,138_1-7,0,0,0,0.0014
infAP                 ,138_1-9,0.1579,0.2562,0.0495,0.148
infAP                 ,139_1-1,0.0651,0.0382,0.1375,0.0035
infAP                 ,139_1-3,0.3269,0,0.4054,0.3371
infAP                 ,139_1-5,0.4381,0,0.4259,0.0121
infAP                 ,139_1-7,0.0501,0.0061,0.0927,0.1183
infAP                 ,139_2-11,0.0914,0,0.0003,0.0002
infAP                 ,139_2-13,0.0315,0.0397,0.0074,0.002
infAP                 ,139_2-15,0.2201,0.1909,0.0571,0.0257
infAP                 ,139_2-17,0.0873,0.0001,0.1109,0.0918
infAP                 ,139_2-3,0.1016,0.1923,0.0458,0.0672
infAP                 ,139_2-7,0.1577,0.0046,0.0552,0.0747
infAP                 ,139_2-9,0.3132,0.442,0.3498,0.2697
infAP                 ,140_1-11,0.3807,0.2382,0.3639,0.3312
infAP                 ,140_1-3,0.4346,0.3703,0.4453,0.3875
infAP                 ,140_1-7,0.5681,0.501,0.6687,0.5384
infAP                 ,140_1-9,0.2899,0,0.0391,0.218
infAP                 ,140_2-1,0.3511,0,0.2899,0.2076
infAP                 ,140_2-3,0.4329,0.3593,0.3659,0.3814
infAP                 ,140_3-1,0.3026,0,0.2237,0.1661
infAP                 ,140_4-10,0.7253,0,0.8059,0.7413
infAP                 ,140_4-12,0.1923,0.0391,0.135,0.2468
infAP                 ,140_4-14,0.0991,0.0014,0.3854,0.2835
infAP                 ,140_4-16,0.1766,0,0.2561,0.1686
infAP                 ,140_4-2,0.4582,0,0.3816,0.2227
infAP                 ,140_4-6,0.0253,0.0837,0.027,0.0359
infAP                 ,140_4-8,0.3806,0.4099,0.0638,0.6791
infAP                 ,141_1-1,0.0013,0.0039,0,0.0035
infAP                 ,141_1-3,0.0313,0.0053,0.0001,0.001
infAP                 ,141_1-5,0.1019,0,0,0.0014
infAP                 ,141_2-1,0.0493,0.1363,0.0034,0.191
infAP                 ,141_2-11,0.5754,0.5205,0.5818,0.6119
infAP                 ,141_2-3,0.2243,0.1506,0.0019,0.1904
infAP                 ,141_2-9,0.2222,0.3679,0.0001,0.3083
infAP                 ,142_1-3,0.3905,0.1192,0.3785,0.2597
infAP                 ,142_1-5,0.2525,0.365,0.2536,0.2475
infAP                 ,142_2-2,0.5315,0.1791,0.0259,0.1425
infAP                 ,142_3-1,0.0176,0.0001,0.0569,0.1994
infAP                 ,142_3-3,0.3353,0.3766,0.2884,0.2969
infAP                 ,142_3-5,0.2642,0.1727,0.2976,0.2728
infAP                 ,142_4-1,0.0621,0,0.1886,0.0223
infAP                 ,142_5-1,0,0,0.1757,0.2476
infAP                 ,142_5-3,0.0027,0.5077,0.4906,0.3114
infAP                 ,142_5-5,0,0,0,0.1579
infAP                 ,142_5-7,0.131,0.0068,0.3202,0.1904
infAP                 ,142_5-9,0.1202,0.0989,0.0663,0.275
infAP                 ,142_6-1,0.0609,0.019,0.0384,0.0277
infAP                 ,142_6-3,0.0393,0.0189,0.3429,0.0393
infAP                 ,142_7-1,0.061,0.0001,0.2877,0.2716
infAP                 ,142_8-1,0.3846,0.0092,0.4367,0.4367
infAP                 ,142_9-1,0.1075,0.0346,0.0009,0.0109
infAP                 ,143_1-1,0.6679,0.5545,0.7497,0.1925
infAP                 ,143_1-11,0.1469,0.0216,0.1156,0.0718
infAP                 ,143_1-13,0.0229,0.0041,0.0022,0.0006
infAP                 ,143_1-15,0.0889,0.0068,0.0153,0.004
infAP                 ,143_1-17,0.1571,0,0.1126,0.1464
